words,POS
څاوتی,Noun
اوتر,Adjective
اړوتل,Verb
اوتو,Noun
اوتو کول,Verb
اړوښتي,Noun
اوج,Noun
اوجاړ,Adjective
اوجره,Noun
اوجغونه,Noun
اوېجه,Noun
اوجوشه,Noun
اوچت,Adjective
اوچتېدل,Verb
اوچتوالی,Noun
اوچتول,Verb
اوچکول,Noun
اوخ,Interjection
اوخۍ,Noun
اوږد,Adjective
اودان,Noun
اوږداندی,Adjective
اوږدېدل,Verb
اودس,Noun
اودس مات,Noun
اوږدغوږی,Noun
اېښودل,Verb
اودل,Verb
اوږده,Noun
اوده,Noun
اوده ګر,Noun
اوږده ساره,Noun
اوږده مېږيانه,Noun
اړودوړ,Noun
اوږدوالی,Noun
اوږدول,Verb
اودوم,Noun
اور,Noun
اورۍ,Noun
اورڼی,Noun
اورګډی,Noun
اورګاډی,Noun
اوراد,Noun
اوراق,Noun
اورګان,Noun
اورانوس,Noun
اوراورکی,Noun
اوربشکه,Noun
اوربشه,Noun
اوربشينه,Noun
اوربل,Noun
اوربلکي,Noun
اوربند,Noun
اوربه,Noun
اوربوز,Noun
اورپښت,Noun
اورپک,Noun
اورښت,Noun
اورته,Noun
اورېدل,Verb
اورژبی,Adjective
اورساګ,Noun
اورغۍ,Noun
اورغالی,Noun
اورغوی,Noun
اورټک,Noun
اورډکی,Noun
اورکی,Noun
اورلګېدنه,Noun
اورلوبه,Noun
اور لړونی,Noun
اورلګيت,Noun
اورمړ,Adjective
اورمېږ,Noun
اورمکی,Noun
اورمولی,Noun
اورنگ,Noun
اورنوسی,Noun
اوګره,Noun
اورږه,Noun
اوره,Noun
اوروغ,Noun
اورول,Verb
اوريځ,Noun
اوريا,Noun
اوريدونکي,Verb
آوېز,Noun
ګاوز,Noun
اوز,Noun
اوزار,Noun
اوزغنجن,Adjective
اوزغنه,Noun
اوژغنه,Noun
اوژغونجن,Adjective
اوژغونه,Noun
اوس,Adverb
اوسۍ,Noun
اوسا,Adjective
اوسار,Noun
اوسارول,Verb
اوسپنه,Noun
اوستا,Noun
اوستری,Adjective
اوسترۍ خور,Noun
اوس تشه جرمانه درکم؟,Sentence
اوسېدل,Verb
اوسېدنه,Noun
اوسط,Noun
اوسکارل,Verb
اوسېلی,Noun
اوسېلل,Verb
اوس مهال,Noun
اوسنی,Adjective
اوسيدونکی,Noun
اوش,Particle
اوشه,Particle
اوصاف,Noun
اوصول,Noun
اوضاع,Noun
اوغان,Noun
اوغه,Noun
اوقاف,Noun
اړوک,Noun
اډوکی,Noun
اوښکۍ,Noun
اوکی,Noun
اوڅکک,Noun
اوښکه,Noun
اړولی,Adjective
اول,Adjective
اول,Noun
اړول,Verb
اوډل,Verb
اولاد,Noun
اولجه,Noun
اولس,Noun
اولس ګلوي,Noun
اولسوال,Noun
اولسوالي,Noun
اولسي,Adjective
اولمپيک,Noun
اولنی,Adjective
ګاوله,Noun
اوم,Adjective
اومړی,Adjective
اوږمۍ,Noun
اومال,Noun
اومان,Noun
اومچک,Adjective
اوښ مرغه,Noun
اوښمرغه,Noun
اومغلن,Adjective
اوږمکه,Noun
اوښېمه,Noun
اوموالی,Noun
اټومي بټۍ,Noun
اوړنی,Adjective
ګاونډی,Noun
اونګ,Noun
اړوندي,Noun
اونس,Noun
اوړه,Noun
اوهام,Noun
ګړاوو,Adjective
اوولس,Numerical
اوولسم,Adjective
اووم,Adjective
اوونۍ,Noun
اووه,Numerical
اوټي,Noun
اويا,Numerical
اويايم,Adjective
اوينه,Noun
اويه,Noun
ګاډي,Noun
ايړ,Noun
ائتلافي,Adjective
ښائسته,Adjective
ايا,Adjective
ايالت,Noun
ايالتي,Adjective
ايټالوي,Adjective
ايټاليه,Noun
ګاړي اودرول ممنوع دي,Sentence
ټايپ,Noun
ټايپسټ,Noun
ګاډى په کرايه اخيستل غواړم,Sentence
ټايپول,Verb
آيت,Noun
ايثار,Noun
ايجړا,Noun
ايجاب,Noun
ايجاد,Noun
ايجاز,Noun
ايجنټ,Noun
ايجنسي,Noun
ايخ,Particle
ايداد,Noun
اير,Noun
ايرۍ,Noun
ايراد,Noun
ايران,Noun
ايراني,Adjective
ايراو,Noun
ايرب,Adjective
ايرغالی,Noun
ايرم,Noun
ايرن,Adjective
ايرنۍ,Noun
ډاډګيرني,Noun
ايره,Noun
ايز,Noun
ايزک,Noun
ايسارېدل,Verb
ايسارول,Verb
ښايست,Noun
ښايسته,Adjective
ايسته,Adverb
ايسېدل,Verb
آيسلينډ,Noun
ايشېدل,Verb
ايشېدنه,Noun
ايشله,Noun
ايشول,Verb
اړيکه,Noun
ايلۍ,Noun
ايلبند,Adjective
ايله جاري,Noun
ايټم,Noun
ايمان,Noun
ايمانداره,Adjective
ايماني,Adjective
ايمن,Adjective
ايمنول,Verb
اړين,Adjective
اينڅۍ,Noun
اينچ,Noun
اينداره,Noun
اينده,Noun
اينځر,Noun
اينکی,Noun
اينکو,Noun
اينګه,Noun
اينه,Noun
ګايه,Noun
ايوسکه,Noun
ځايول,Verb
ايښوول,Verb
ځايي,Adjective
ښايي,Adverb
ايډيال,Noun
ايډيالوجي,Noun
ځاے پرځاے کول,Verb
ډب,Adjective
بې ښې,Adjective
بې ګټې,Adjective
بګ,Adjective
ګړب,Noun
ګړبړ,Noun
ټب,Noun
ګبټۍ,Noun
ب,Noun
بډ,Noun
بټۍ,Noun
بړېڅ,Noun
بړېڅی,Noun
بېړا,Adjective
بډای,Adjective
بېګا,Adverb
ګړبا,Noun
ډبا,Noun
بګاښ,Noun
باړ,Noun
باټې,Noun
باډاسکي,Noun
باب,Noun
بابړ,Noun
بابېړی,Noun
بابا,Noun
باباآدم,Noun
بیابان,Adverb
بابايي,Noun
بابت,Noun
بې آبېدل,Verb
بابېدل,Verb
بابرک,Noun
بې آبرو,Adjective
بابېز,Adjective
بابک,Noun
بابکو,Noun
بې آبه,Adjective
بې آبول,Verb
بابول,Verb
بابولاله,Noun
بې آبي,Noun
بې اتفاقه,Adjective
بې اتفاقي,Noun
بېګاته,Adverb
باتور,Adjective
باتوره,Noun
باتوري,Noun
باتينګړ,Noun
بې اثره,Adjective
بې اثره كول,Verb
باج,Noun
باجړ,Noun
باجره,Noun
بې اجله,Adjective
باجه,Noun
باج ورکونکې,Noun
باچا,Noun
باچاهي,Noun
باچخه,Noun
بې احتياطه,Adjective
بې احتياطي,Noun
باختر,Noun
باختري,Adjective
بې اختياره,Adverb
باړخو,Noun
باد,Noun
بادار,Noun
باداري,Noun
بادام,Noun
بادامه,Noun
بادامي,Adjective
بادبېزی,Noun
بادبېزي,Noun
بې ادبه,Adjective
بې ادبي,Noun
بادپښ,Noun
بادپکه,Noun
بادجړۍ,Noun
بادخور,Noun
بادرۍ,Noun
بادرنګ,Noun
بادرو,Noun
بادشاه,Noun
بادغېس,Noun
بادفرنګ,Noun
بادکښ,Noun
بادکويه,Noun
باټېدل,Verb
بادوان,Noun
بادور,Adjective
بادوک,Adjective
بادول,Verb
بادګوله,Noun
بادي,Adjective
باديان,Noun
بادي اوښ,Noun
بادي کول,Verb
بېګار,Adjective
بارګاډی,Noun
باران,Noun
بارانۍ,Noun
باراني,Adjective
بې ارتباطه,Adjective
بارتنګ,Noun
بارجامه,Noun
بارچالاني,Noun
بارچک,Noun
بارخو,Noun
بارېدل,Verb
بارده,Adjective
بارټري,Noun
بې ارزښته,Adjective
بارک,Noun
بارکښ,Noun
بارکزی,Noun
بارنامه,Noun
باره,Noun
باروت,Noun
بار وړل,Verb
بارول,Verb
بارومېټر,Noun
باري,Adjective
باريکي,Noun
باز,Noun
بازۍ,Noun
بازار,Noun
بې ازاره,Adjective
بازاري,Adjective
باز، باښه,Noun
بړازګه,Noun
بازو,Noun
بیازیږونه,Verb
بړاس,Noun
باڼس,Noun
باس,Noun
باسۍ,Noun
بې اساسه,Adjective
بې استعداده,Adjective
بې اسرې,Adjective
باسکټ بال,Noun
باسکیټبال,Noun
باسمه,Noun
باسواده,Adjective
باسوادي,Noun
باسي,Adjective
بې اشتها,Adjective
باصره,Noun
بې اصله,Adjective
بې اصوله,Adjective
باطل,Adjective
باطلېدل,Verb
باطلول,Verb
باطن,Noun
باطني,Adjective
بې اعتماده,Adjective
بې اعتنا,Adjective
بې اعتنايي,Noun
باغ,Noun
باغۍ,Noun
باغچه,Noun
باغکه,Noun
باغلي,Noun
باغ والا,Noun
باغوان,Noun
باغواني,Noun
باغي,Adjective
باقاعده,Adjective
بې اقتداره,Adjective
باقي,Adjective
باټک,Adjective
باک,Noun
باکره,Noun
باکفايته,Adjective
باړ کول,Verb
ډبالی,Noun
بډال,Noun
بالۍ,Noun
بالاپوښ,Noun
بالاخانه,Noun
بالښت,Noun
بالغ,Adjective
بالفعل,Adverb
بالقوه,Adverb
بالکل,Adverb
بالکن,Noun
بایلل,Verb
بالمقطع,Adverb
بالون,Noun
بام,Noun
بام کاګلول,Verb
بامل,Verb
باميان,Noun
باميه,Noun
بانټ,Noun
بانډار,Noun
بانجڼ,Noun
بړانجا,Adjective
بانجڼي,Adjective
باندې,Adverb
بې اندازه,Adjective
باندي کول,Verb
بې انصافه,Adjective
بانک,Noun
بانکداري,Noun
بېګانه,Adjective
بړانګه,Noun
بانډه,Noun
بانه,Noun
باني,Noun
بانين,Noun
بې ډاډه,Adjective
باټه,Noun
بې اهميته,Adjective
باهو,Noun
باڼو,Noun
باور,Noun
باورليک,Noun
باوري,Adjective
باوري سړي,Noun
باولۍ,Noun
بډایول,Verb
باټول,Verb
باولل,Verb
باوله,Adjective
باوو,Noun
بیاي,Adverb
باڼيچخ,Noun
بايد,Adverb
بايسکل,Noun
بايع,Noun
بايکاټ,Noun
بايلل,Verb
بې ايمانه,Adjective
بې ايماني,Noun
باټينګڼ,Noun
بې ځايه,Adjective
بډايي,Noun
ببۍ,Noun
بېباکه,Adjective
بېباکي,Noun
ډبډبانی,Noun
بږبږانکه,Noun
بې باوره,Adjective
بې بخته,Adjective
بې بختي,Noun
ببر,Adjective
ببر,Noun
ببری,Noun
ببرېدل,Verb
ببرول,Verb
بړبس,Noun
ډبډبنی,Adjective
بې ډبه,Adjective
ببو,Noun
ببوزی,Noun
بړبوزه,Noun
بې پامه,Adjective
بې پته,Adjective
بې پروا,Adjective
بې پروايي,Noun
بېت,Noun
بت,Noun
بتۍ,Noun
بېتار,Noun
بت پرست,Noun
بت پرستي,Noun
بې تجربې,Adjective
بتخانه,Noun
بتر,Adjective
بې تربيه,Adjective
بې تربيي,Adjective
بې تعليمه,Adjective
بتکۍ,Noun
بې تکلفه,Adjective
بې تکليفه,Adjective
بې تميزه,Adjective
بې څښتنه,Adjective
بته,Adjective
بته,Noun
بې ثباتي,Noun
بجړانګی,Noun
بجلکه,Noun
بجله,Noun
بجه,Noun
بې جوړې,Adjective
بچ,Adjective
بړچ,Noun
بچی,Noun
بېچاره,Adjective
بچت,Noun
بړچېدل,Verb
بې چرته,Adjective
بچی غورځول,Verb
بچک,Noun
بچوړی,Noun
بچول,Verb
بحث,Noun
بحر,Noun
بحر الکاهل,Noun
بحران,Noun
بحراني,Adjective
بې حرکته,Adjective
بې حرمته,Adjective
بې حرمتي,Noun
بحري,Adjective
بحريه,Noun
بې حسابه,Adjective
بې حسه,Adjective
بې حوصلې,Adjective
بې حيايي,Noun
بحيره,Noun
بېخ,Noun
بخۍ,Noun
بخښښ,Noun
بخار,Noun
بخارۍ,Noun
بخارا,Noun
بې خاونده,Adjective
بې خبره,Adjective
بې خبري,Noun
بخت,Noun
بختور,Adjective
بې خرڅه,Adjective
بې خطره,Adjective
بخل,Noun
بخښل,Verb
بخمل,Noun
بخملي,Adjective
بخن,Particle
بخښنه,Noun
بېخوبه,Adjective
بېخوبي,Noun
بېخولې,Adjective
بخون,Particle
بېخونده,Adjective
بېخي,Adverb
بخيل,Adjective
بخيلي,Noun
بد,Adjective
بداخلاقه,Adjective
بداخلاقي,Noun
بداروا,Adjective
بدامني,Noun
بېدانه,Adjective
بدبخته,Adjective
بدبختي,Noun
بدبويه,Adjective
بدبويي,Noun
بدبين,Adjective
بدبيني,Noun
بدپوری,Adjective
بدپوره,Adjective
بدجوله,Adjective
بدخرڅه,Adjective
بدخوی,Adjective
بدخونده,Adjective
بدخويي,Noun
بدېدل,Verb
بدر,Noun
بد رد,Noun
بدرفت څاهان,Noun
بدرفته څاګانې,Noun
بدرفته څاهان,Noun
بدرنګه,Adjective
بدرنګول,Verb
بدرګه,Noun
بدره,Noun
بدري,Noun
بدژبی,Adjective
بدسترګی,Adjective
بدسلوکه,Adjective
بدسلوکي,Noun
بدشکله,Adjective
بدعت,Noun
بدعمله,Adjective
بدږغی,Adjective
بدغږی,Adjective
بدغونی,Adjective
بدقسمته,Adjective
بدگوزاره,Adjective
بدل,Noun
ګړبېدل,Verb
بدلاری,Adjective
بدلېدل,Verb
بدلمنه,Adjective
بدله,Noun
بدلول,Verb
بدلون,Noun
بدماش,Adjective
بدمرغه,Adjective
بدمرغي,Noun
بدمعاش,Adjective
بدمعامله,Adjective
بدن,Noun
بدنۍ,Noun
بدنام,Adjective
بدنامېدل,Verb
بدنامول,Verb
بدنامي,Noun
بدنسله,Adjective
بدنصيبه,Adjective
بدنه,Noun
بدني,Adjective
بدنيته,Adjective
بدنيتي,Noun
بدهضمي,Noun
بدوالی,Noun
بدورده,Adjective
بدګوزاره,Adjective
بدول,Verb
بدډوله,Adjective
بدګومانه,Adjective
بدګوماني,Noun
بدوږمه,Adjective
بدوي,Adjective
بدي,Noun
بېديا,Noun
بېديانی,Adjective
بديع,Noun
بديل,Noun
بې دينه,Adjective
بې ديني,Noun
بديهي,Adjective
بېذوقه,Adjective
بر,Adjective
برګ,Adjective
ټبر,Noun
ډبرۍ,Noun
بڅری,Noun
بر,Noun
بری,Noun
برېښ,Noun
برابر,Adjective
برابرېدل,Verb
برابروالی,Noun
برابرول,Verb
برابري,Noun
برأت,Noun
برات,Noun
برار,Noun
براعظم,Noun
برالا,Adverb
برانشيت,Noun
براورد,Noun
برايه,Adverb
برايي,Adverb
برباد,Adjective
بربادېدل,Verb
بربادول,Verb
بربادي,Noun
بربت,Noun
بربر,Noun
بربري,Adjective
بربريت,Noun
بربنډ,Adjective
بربنډتوب,Noun
بربنډېدل,Verb
بربنډول,Verb
بربوڼی,Noun
بربوزک,Noun
برېت,Noun
برتانيه,Noun
بېرته,Adverb
برېتور,Adjective
برج,Noun
برچه,Noun
برحال,Adjective
بی رحمه,Adjective
بېرحمه,Adjective
بېرحمي,Noun
برخليک,Noun
برخه,Noun
برداره,Adjective
بېرېدل,Verb
برېښېدل,Verb
برګېدل,Verb
برزاله,Noun
برېزر,Noun
برزو,Noun
برسات,Noun
برساتۍ,Noun
برسېر,Noun
برسېرن,Adjective
برسېره,Adverb
برسنډې,Noun
برسنډه,Noun
برشته,Adjective
برعکس,Adverb
برغ,Noun
برغزووی,Noun
برغنډ,Noun
برغه,Noun
برغو,Noun
برغوټ,Noun
برغولی,Noun
برف کوچ,Noun
برق,Noun
برقه,Noun
برقي,Noun
بڅرکی,Noun
برېک,Noun
برکۍ,Noun
برکت,Noun
برکتي,Adjective
برکه,Noun
برله,Noun
برلوکی,Noun
ډبرليک,Noun
بری ليک,Noun
برلين,Noun
برم,Noun
برما,Noun
برمته,Noun
برمک,Noun
برمل,Noun
برملا,Adjective
برمه,Noun
برمه کول,Verb
برنی,Adjective
برېږن,Noun
برېښنا,Noun
برېښنابند,Noun
برېښنا زېږوونکی,Noun
برېښناژرنده,Noun
برېښنا ليک,Noun
برېښنامېچ,Noun
بیرنی خبر,Noun
برېښند,Adjective
برند,Adjective
برندی,Noun
برندول,Verb
بېرنګه,Adjective
برنډه,Noun
ډبره,Noun
بېره,Noun
برځه,Noun
برهار,Noun
برهمن,Noun
برو,Adjective
بروی,Adjective
بروړ,Noun
ټبروال,Noun
بروزه,Noun
بروکسل,ProNoun
بېرول,Verb
برېښول,Verb
بېروڼه,Adjective
بېروه,Adjective
بروځه,Noun
بروه,Noun
بېريا,Adjective
بريا,Noun
بريالی,Adjective
برياليتوب,Noun
بريد جنرال,Noun
بريدګر,Noun
بريدمن,Noun
ډبرين,Adjective
بزې,Noun
بې ګزارې,Adjective
بېزارېدل,Verb
بېزاره,Adjective
بېزارول,Verb
بېزاري,Noun
بېزاوه,Adjective
بزګر,Noun
بزرګ,Noun
بزرګه مياشت,Noun
بزګري,Noun
بزغلی,Noun
بزکشي,Noun
بزم,Noun
بزه,Noun
بزهار,Noun
بې زوره,Adjective
بې ژبی,Adjective
بېژېکۍ,Noun
بېژېکي,Noun
بس,Adverb
بس,Noun
بې سا,Adjective
بې ساری,Adjective
بسپنه,Noun
بست,Noun
بټ سترګی,Adjective
بې ستره,Adjective
بستره,Noun
بستره بند,Noun
بستري,Adjective
بړستن,Noun
بړستنګۍ,Noun
بې سته,Adjective
بسته,Noun
بس ته څومره ټکټ دى,Sentence
بسېدل,Verb
بې سده,Adjective
بې سېکه,Adjective
بسم الله,Interjection
بس مې کړه,Sentence
بسمه,Noun
بسنه,Noun
بېسواده,Adjective
بېسوادي,Noun
بسوه,Noun
بې سياله,Adjective
بسيط,Adjective
بې سيم,Adjective
بې شانه,Adjective
بې شانه مینه لرل,Verb
بشپړ,Adjective
بشپړېدل,Verb
بشپړېدنه,Noun
بشپړول,Verb
بشپړونه,Noun
بشر,Noun
بشرپال,Noun
بشر پېژندنه,Noun
بشر دوست,Adjective
بشر دوستي,Noun
بشر شناسي,Noun
بشره,Noun
بشري,Adjective
بشريت,Noun
بشکه,Noun
بې شماره,Adjective
بې شمېره,Adjective
بې شمزۍ,Adjective
بشير,Adjective
بې صبره,Adjective
بې صبري,Noun
بصيرت,Noun
بې ضرره,Adjective
بې طاقته,Adjective
بې طاقتي,Noun
بې طالع,Adjective
بې طرفه,Adjective
بې طرفي,Noun
بطلان,Noun
بې طمعې,Adjective
بطن,Noun
بطي,Adjective
بطيطه,Noun
بعد,Noun
بېعدالتي,Noun
بې عزته,Adjective
بې عقل,Adjective
بې عقلي,Noun
بې علاقې,Adjective
بې علته,Adjective
بې علمه,Adjective
بې علمي,Noun
بې عيبه,Adjective
بغېړ,Adjective
بغ,Interjection
بغاره,Noun
بغاوت,Noun
بغرۍ,Noun
بې غرضه,Adjective
بې غرضي,Noun
بې غشه,Adjective
بغض,Noun
بغل,Noun
بې غمه,Adjective
بې غمي,Noun
بغېړنه,Noun
بغنه,Noun
بې ږغه,Adjective
بې غوره,Adjective
بې غوري,Noun
بې غيرته,Adjective
بې غيرتي,Noun
بې فايدې,Adjective
بې فکري,Noun
بېقاعدې,Adjective
بقال,Noun
بقالي,Noun
بقايا,Noun
بې قيده,Adjective
بې قيدي,Noun
بې كارى,Noun
بې کډې,Adjective
بکارت,Noun
بېکاره,Adjective
بېکاري,Noun
بکېدل,Verb
بکر,Noun
بکرۍ,Noun
بکس,Noun
بې کسبه,Adjective
بې کسه,Adjective
بې کسي,Noun
بې کفايته,Adjective
بې کفايتي,Noun
بکلوريا,Noun
بې کماله,Adjective
بې کوره,Adjective
ډبل,Adjective
بګېل,Adjective
بېل,Adjective
بل,Adjective
ډبلی,Noun
بټل,Noun
بلګ,Noun
بښل,Verb
بلا,Noun
بلا بتر,Adjective
بېلا بېل,Adverb
بیلاد,Noun
بلاربېدل,Verb
بلاربه,Noun
بلاربول,Verb
بې لارې کيدل,Verb
بې لاري,Adjective
بلاغت,Noun
بلاک,Noun
بلانده,Adjective
بل ځاى ته,Adverb
بېل بېل,Adverb
بلبل,Noun
بلبله,Noun
بېلتون,Noun
بېلچه,Noun
بې لحاظه,Adjective
بلخ,Noun
بلد,Adjective
بلدېدل,Verb
بېلېدل,Verb
بلېږدل,Verb
بلېدل,Verb
بلدول,Verb
بېلر,Noun
بې لزومه,Adjective
بل سبا,Adverb
بل شان,Adverb
بلشويزم,Noun
بلشويک,Noun
بلغاريه,Noun
بلغاک,Noun
بلغم,Noun
بېلک,Noun
بلک,Noun
بلکه,Adverb
بلکه,Noun
بللګۍ,Noun
بلل,Verb
بلمنګه,Adjective
بلن ليک,Noun
بلنځه,Noun
بلنه,Noun
څبله,Adverb
بېلګه,Noun
بله پلا,Adverb
بې له تا نه,Sentence
بله خوا,Adverb
بله داچې,Adverb
بلهوس,Noun
بلوټ,Noun
بلوا,Noun
بېلوالی,Noun
بلوچستان,Noun
بلور,Noun
بلوري,Adjective
بلورين,Adjective
بلډوزر,Noun
بلوط,Noun
بلوغ,Noun
بلوک,Noun
بلوک مشر,Noun
بل ډول,Adverb
بلول,Noun
بېلول,Verb
بلول,Verb
بېلګونه,Noun
بلوڅي,Adjective
بليارډ,Noun
بليغ,Adjective
